item_druid,collection_druid,New Work Type,New Subtype 1,New Subtype 2,New Subtype 3,New Subtype 4
zx081bn7826,vx401mn2884,Data,Database,Code,,
ph773gq8889,vx401mn2884,Data,Database,Code,,
tr967nh8562,vx401mn2884,Data,Database,Code,,
qt699xn3153,vx401mn2884,Data,Database,Code,,
hk299tc9775,wt021dc3029,Data,Data,Documentation,,
vx946ns7681,wt021dc3029,Data,Data,Documentation,,
yy783bm9447,wt021dc3029,Data,Data,Documentation,,
tq192xq2234,wt021dc3029,Data,Data,Documentation,,
kc435mc6282,wt021dc3029,Data,Data,Documentation,,
nk640gf2212,wt021dc3029,Data,Data,Documentation,,
yt178qs8417,wt021dc3029,Data,Data,Documentation,,
tm555rv2522,wt021dc3029,Data,Data,Documentation,,
ft632dg1998,wt021dc3029,Data,Data,Documentation,,
mg647xz2725,dh544bj2035,Image,Map,,,
xt451xj0687,hn730ks3626,Image,Poster,Conference session,,
vr813gk6824,hn730ks3626,Image,Poster,Conference session,,
hp802gp8515,hn730ks3626,Image,Poster,Data,Conference session,
jx225zq1407,hn730ks3626,Image,Poster,Data,Documentation,Conference session
ss349rm4440,kk382jq8063,Image,Documentation,,,
br953mx9619,kk382jq8063,Image,,,,
nd610jx0639,kk382jq8063,Image,,,,
td539fp3125,kk382jq8063,Image,,,,
wm257zb9632,kk382jq8063,Image,,,,
cw817fg4941,kk382jq8063,Image,,,,
qn539jn8354,kk382jq8063,Image,,,,
qd279bj9064,kk382jq8063,Image,,,,
fp753fn3732,pf670qd3191,Image,Poster,Data,Text,
nk124tm2138,pf670qd3191,Image,Poster,Data,Text,
jf821kb0575,pf670qd3191,Image,Poster,Data,Text,
xg540jn1475,pf670qd3191,Image,Poster,Data,Text,
xf035yw1199,pf670qd3191,Image,Poster,Data,Text,
tj941qr2041,pf670qd3191,Image,Poster,Data,Text,
rf837gz4928,pf670qd3191,Image,Poster,Data,Text,
wr902wx8691,pf670qd3191,Image,Poster,Data,Text,
qc585qt0764,pf670qd3191,Image,Poster,Data,Text,
dh628mf6603,pf670qd3191,Image,Poster,Data,Text,
gn933tj2684,pf670qd3191,Image,Poster,Data,Text,
ct894pp4012,pf670qd3191,Image,Poster,Data,Text,
yq615hn5583,pf670qd3191,Image,Poster,Data,Text,
dx322zg3974,pf670qd3191,Image,Poster,Data,Text,
kt361vz8721,pf670qd3191,Image,Poster,Data,Text,
ds220tf4389,pf670qd3191,Image,Poster,Data,Text,
fz217yn3855,pf670qd3191,Image,Poster,Data,Text,
hy186qk4078,pf670qd3191,Image,Poster,Data,Text,
hp404xc0832,pf670qd3191,Image,Poster,Data,Text,
gf207by4123,pf670qd3191,Image,Poster,Data,Text,
pd591dm2642,pf670qd3191,Image,Poster,Data,Text,
gx269gj9937,pf670qd3191,Image,Poster,Data,Text,
ky305hk4862,pf670qd3191,Image,Poster,Data,Text,
xq192zh0490,pf670qd3191,Image,Poster,Data,Text,
zc605bw7313,pf670qd3191,Image,Poster,Data,Text,
vg607yt4007,pf670qd3191,Image,Poster,Data,Text,
nc687wp9057,pf670qd3191,Image,Poster,Data,Text,
pc775bk2276,pf670qd3191,Image,Poster,Data,Text,
bg389cr2757,pf670qd3191,Image,Poster,Data,Text,
yv142fx7781,pf670qd3191,Image,Poster,Data,Text,
kq705gc1840,pf670qd3191,Image,Poster,Data,Text,
jf531rj9346,pf670qd3191,Image,Poster,Data,Text,
tn565sg1213,pf670qd3191,Image,Poster,Data,Text,
wq045ft1121,pf670qd3191,Image,Poster,Data,Text,
bp709vr2421,pf670qd3191,Image,Poster,Data,Text,
tc489ss5542,pf670qd3191,Image,Poster,Data,Text,
jz229xc1843,pf670qd3191,Image,Poster,Data,Text,
vr477zv6537,pf670qd3191,Image,Poster,Data,Text,
zn260ft6244,pf670qd3191,Image,Poster,Data,Text,
xs329fg1675,pf670qd3191,Image,Poster,Data,Text,
dx054yk3885,pf670qd3191,Image,Poster,Data,Text,
nh700jm0995,pf670qd3191,Image,Poster,Data,Text,
sf349wy1683,pf670qd3191,Image,Poster,Data,Text,
qy713rz3085,pf670qd3191,Image,Poster,Data,Text,
bz378bh2206,pf670qd3191,Image,Poster,Data,Text,
hr164cj1609,pf670qd3191,Image,Poster,Data,Text,
yc738zx5642,pf670qd3191,Image,Poster,Data,Text,
zk558gr8260,pf670qd3191,Image,Poster,Data,Text,
xs443ry5146,pf670qd3191,Image,Poster,Data,Text,
mt008xj7556,pf670qd3191,Image,Poster,Data,Text,
jz166db0490,pf670qd3191,Image,Poster,Data,Text,
xf752ch6873,pf670qd3191,Image,Poster,Data,Text,
mg184fn7776,pf670qd3191,Image,Poster,Data,Text,
wb735hg2759,pf670qd3191,Image,Poster,Data,Text,
sv570fj9800,pf670qd3191,Image,Poster,Data,Text,
xz218wt2055,pf670qd3191,Image,Poster,Data,Text,
wt828gd9527,pf670qd3191,Image,Poster,Data,Text,
jc469kd5451,pf670qd3191,Image,Poster,Data,Text,
xh501jc6203,pf670qd3191,Image,Poster,Data,Text,
rs604tq9846,pf670qd3191,Image,Poster,Data,Text,
yr906th4436,pf670qd3191,Image,Poster,Data,Text,
xt830wt9305,pf670qd3191,Image,Poster,Data,Text,
pj520dp3696,pf670qd3191,Image,Poster,Data,Text,
dj381wk8188,pf670qd3191,Image,Poster,Data,Text,
pf363cv0676,pf670qd3191,Image,Poster,Data,Text,
jd706kd1921,pf670qd3191,Image,Poster,Data,Text,
vm786bj8253,pf670qd3191,Image,Poster,Data,Text,
rs532jd8752,pf670qd3191,Image,Poster,Data,Text,
cv150nc6923,pf670qd3191,Image,Poster,Data,Text,
st523wj2034,pf670qd3191,Image,Poster,Data,Text,
rn364rw6247,pf670qd3191,Image,Poster,Data,Text,
yq077wt3968,pf670qd3191,Image,Poster,Data,Text,
nk871kb8163,pf670qd3191,Image,Poster,Data,Text,
dn451hw0793,pf670qd3191,Image,Poster,Data,Text,
cq590xm3505,pf670qd3191,Image,Poster,Data,Text,
qp124rb4689,pf670qd3191,Image,Poster,Data,Text,
zz392vx8589,pf670qd3191,Image,Poster,Data,Text,
fs784sq5142,pf670qd3191,Image,Poster,Data,Text,
vc261yf8781,pf670qd3191,Image,Poster,Data,Text,
rn360xk4725,pf670qd3191,Image,Poster,Data,Text,
ss901nw9100,pf670qd3191,Image,Poster,Data,Text,
rh491hh4082,pf670qd3191,Image,Poster,Data,Text,
vb200tq2735,pf670qd3191,Image,Poster,Data,Text,
jp074qs7362,pf670qd3191,Image,Poster,Data,Text,
pm577fz3776,pf670qd3191,Image,Poster,Data,Text,
fh690nc7433,pf670qd3191,Image,Poster,Data,Text,
fn610tq0264,pf670qd3191,Image,Poster,Data,Text,
kf093xq4788,pf670qd3191,Image,Poster,Data,Text,
xg984ky1638,pf670qd3191,Image,Poster,Data,Text,
vx260nv0725,pf670qd3191,Image,Poster,Data,Text,
wv128gv4181,pf670qd3191,Image,Poster,Data,Text,
tz498dy4919,pf670qd3191,Image,Poster,Data,Text,
wj011fr5319,pf670qd3191,Image,Poster,Data,Text,
fc494qg1855,pf670qd3191,Image,Poster,Data,Text,
yc010bx6176,pf670qd3191,Image,Poster,Data,Text,
bx373px9999,pf670qd3191,Image,Poster,Data,Text,
bg476qg1049,pf670qd3191,Image,Poster,Data,Text,
hx604qf6123,pf670qd3191,Image,Poster,Data,Text,
gc168xv3566,pf670qd3191,Image,Poster,Data,Text,
sr290tb9827,pf670qd3191,Image,Poster,Data,Text,
hg417tz8625,pf670qd3191,Image,Poster,Data,Text,
cs292ms1075,pf670qd3191,Image,Poster,Data,Text,
rx803dv8472,pf670qd3191,Image,Poster,Data,Text,
xx384gg7417,pf670qd3191,Image,Poster,Data,Text,
nm054sz0106,pf670qd3191,Image,Poster,Data,Text,
zq944tr5802,pf670qd3191,Image,Poster,Data,Text,
fq428pg8700,pf670qd3191,Image,Poster,Data,Text,
hy595rs3211,pf670qd3191,Image,Poster,Data,Text,
vc646nx4500,pf670qd3191,Image,Poster,Data,Text,
zv559cm3602,pf670qd3191,Image,Poster,Data,Text,
mn924yq5475,pf670qd3191,Image,Poster,Data,Text,
dy300bb9283,pf670qd3191,Image,Poster,Data,Text,
zc453xv0393,pf670qd3191,Image,Poster,Data,Text,
tq524vp7034,pf670qd3191,Image,Poster,Data,Text,
yp450pk3698,pf670qd3191,Image,Poster,Data,Text,
rg035wb9469,pf670qd3191,Image,Poster,Data,Text,
wb011mk1517,pf670qd3191,Image,Poster,Data,Text,
jv334kb2556,pf670qd3191,Image,Poster,Data,Text,
jj055rs9565,pf670qd3191,Image,Poster,Data,Text,
mn788qz1819,pf670qd3191,Image,Poster,Data,Text,
jc088cp1215,pf670qd3191,Image,Poster,Data,Text,
hy916cf2067,pf670qd3191,Image,Poster,Data,Text,
zg585gh9545,pf670qd3191,Image,Poster,Data,Text,
gz328zj2033,pf670qd3191,Image,Poster,Data,Text,
ht028rw8503,pf670qd3191,Image,Poster,Data,Text,
gq464gn4141,pf670qd3191,Image,Poster,Data,Text,
kp675nj5063,pf670qd3191,Image,Poster,Data,Text,
db555hf5213,pf670qd3191,Image,Poster,Data,Text,
ks039tz0084,pf670qd3191,Image,Poster,Data,Text,
wb677rf1504,pf670qd3191,Image,Poster,Data,Text,
rk767ww8539,pf670qd3191,Image,Poster,Data,Text,
gw263vd1494,pf670qd3191,Image,Poster,Data,Text,
cy053yf9224,pf670qd3191,Image,Poster,Data,Text,
ng369hg5210,pf670qd3191,Image,Poster,Data,Text,
yw316bz6198,pf670qd3191,Image,Poster,Data,Text,
yv749fp0870,pf670qd3191,Image,Poster,Data,Text,
xz884nb7149,pf670qd3191,Image,Poster,Data,Text,
tc287cf8098,pf670qd3191,Image,Poster,Data,Text,
cw165mq3038,pf670qd3191,Image,Poster,Data,Text,
kk987nw5252,pf670qd3191,Image,Poster,Data,Text,
zv726gh1067,pf670qd3191,Image,Poster,Data,Text,
ww403yw0987,pf670qd3191,Image,Poster,Data,Text,
nk022bh5173,pf670qd3191,Image,Poster,Data,Text,
sd700wz7387,pf670qd3191,Image,Poster,Data,Text,
jz283tf0756,pf670qd3191,Image,Poster,Data,Text,
nj960zj4687,pf670qd3191,Image,Poster,Data,Text,
hm912dt3326,pf670qd3191,Image,Poster,Data,Text,
zg837jb8453,pf670qd3191,Image,Poster,Data,Text,
rn839rp6659,pf670qd3191,Image,Poster,Data,Text,
sx697cb4887,pf670qd3191,Image,Poster,Data,Text,
bx502jf6901,pf670qd3191,Image,Poster,Data,Text,
nz456js1516,pf670qd3191,Image,Poster,Data,Text,
gr399bp0535,pf670qd3191,Image,Poster,Data,Text,
nz130df5611,pf670qd3191,Image,Poster,Data,Text,
ws452st6096,pf670qd3191,Image,Poster,Data,Text,
hk996mt1698,pf670qd3191,Image,Poster,Data,Text,
cf809wq5049,pf670qd3191,Image,Poster,Data,Text,
cg586ct8955,pf670qd3191,Image,Poster,Data,Text,
jx733vk6861,pf670qd3191,Image,Poster,Data,Text,
hp417kx9468,pf670qd3191,Image,Poster,Data,Text,
hp681xr3191,pf670qd3191,Image,Poster,Data,Text,
gj829jf9749,pf670qd3191,Image,Poster,Data,Text,
pp051jz3331,pf670qd3191,Image,Poster,Data,Text,
fv380vf8139,pf670qd3191,Image,Poster,Data,Text,
hd891sp6419,pf670qd3191,Image,Poster,Data,Text,
ms520xm6851,pf670qd3191,Image,Poster,Data,Text,
mx814rh9820,pf670qd3191,Image,Poster,Data,Text,
pd812gy3637,pf670qd3191,Image,Poster,Data,Text,
kq124th3300,pf670qd3191,Image,Poster,Data,Text,
jg310fb4730,pf670qd3191,Image,Poster,Data,Text,
xd884wq9197,pf670qd3191,Image,Poster,Data,Text,
